block,sae_seed,region_source,threshold,step_index,method,metric,target,n,pearson,spearman,partial_pearson_order,partial_spearman_order,partial_n
11,42,attn,0.3,4,pre,r,merged_rate,200,0.05151808467504022,0.0626217288995345,0.05164009581701159,0.06268869270391547,200
11,42,attn,0.3,4,pre,r,leak_a_to_b_rate,200,0.14329959445239604,0.10082734528199373,0.14425937429967847,0.10215185612228599,199
11,42,attn,0.3,4,pre,r,leak_b_to_a_rate,200,-0.07726400964963782,-0.019380185924757685,-0.07715732934063728,-0.018854869545916912,199
11,42,attn,0.3,4,pre,r,rho_a_mean,200,-0.15348931122003948,-0.13231197453377383,-0.15275345355821465,-0.13179880108810035,185
11,42,attn,0.3,4,pre,r,rho_b_mean,200,0.217032853728585,0.15041592854939664,0.22087338980643467,0.15346951192717942,189
11,42,attn,0.3,4,pre,r,metric_leak_a_to_b_mean,200,0.022840436984710902,0.007292467966696602,0.023102124008566725,0.006526768400697129,189
11,42,attn,0.3,4,pre,r,metric_leak_b_to_a_mean,200,0.23219965514555455,0.3206742260565927,0.23125617004889912,0.3227872632464109,185
11,42,attn,0.3,4,pre,O,missing_asym_b_minus_a,200,-0.17125021198225948,-0.13884541057692545,-0.1712673978744014,-0.13903987550092728,200
11,42,attn,0.3,4,pre,O,merged_rate,200,0.18434993191773083,0.20127835701772961,0.18478653094615943,0.20149359164574637,200
11,42,attn,0.3,4,pre,O,leak_a_to_b_rate,200,0.06549182785650162,0.03385713865437237,0.06605693941794437,0.03457738407835029,199
11,42,attn,0.3,4,pre,O,leak_b_to_a_rate,200,0.060815092188936964,-0.007246880389786435,0.06093254286437945,-0.006833658948895535,199
11,42,attn,0.3,4,pre,O,rho_a_mean,200,-0.3460608361949306,-0.3553682709350579,-0.3470218997285608,-0.3561410097920668,185
11,42,attn,0.3,4,pre,O,rho_b_mean,200,-0.04755641497148607,-0.02503880652745602,-0.04742605079643005,-0.024568396257044208,189
11,42,attn,0.3,4,pre,O,metric_leak_a_to_b_mean,200,0.06679084705940486,-0.020083838957153332,0.06684604763826339,-0.02030187695386801,189
11,42,attn,0.3,4,pre,O,metric_leak_b_to_a_mean,200,0.5854031841743439,0.6260091145076009,0.5914697081070084,0.6395229791426462,185
11,42,attn,0.3,4,pre,O_c,missing_asym_b_minus_a,200,-0.1823709069775978,-0.13494738489725833,-0.18238920889209392,-0.13513639030146468,200
11,42,attn,0.3,4,pre,O_c,merged_rate,200,0.22262769013155584,0.24550919326443188,0.22315494301525168,0.24577172561351254,200
11,42,attn,0.3,4,pre,O_c,leak_a_to_b_rate,200,0.12261744065116469,0.12293028210420134,0.12350814000082849,0.12437070367743312,199
11,42,attn,0.3,4,pre,O_c,leak_b_to_a_rate,200,0.07573741557524984,0.04846585185277692,0.07589512608519833,0.04929004669358178,199
11,42,attn,0.3,4,pre,O_c,rho_a_mean,200,-0.440107781057263,-0.48522098554751136,-0.4415910701223675,-0.4865260898407989,185
11,42,attn,0.3,4,pre,O_c,rho_b_mean,200,-0.15521910529748553,-0.13702551753340017,-0.15506996105083223,-0.13643123995926526,189
11,42,attn,0.3,4,pre,O_c,metric_leak_a_to_b_mean,200,-0.0019410838441381478,-0.04555992692758495,-0.001809276281375019,-0.04603944578015807,189
11,42,attn,0.3,4,pre,O_c,metric_leak_b_to_a_mean,200,0.6163945111455839,0.7052171854994916,0.6240037582256731,0.7220931260507558,185
11,42,attn,0.3,4,raw,r,missing_asym_b_minus_a,200,-0.058323856683575794,-0.012707867852959043,-0.058329709800478025,-0.012725666313462579,200
11,42,attn,0.3,4,raw,r,merged_rate,200,0.22941678260347328,0.25084976335171294,0.22996011420846998,0.2511180065761861,200
11,42,attn,0.3,4,raw,r,leak_a_to_b_rate,200,0.19636248144211355,0.15897829554188145,0.19737203174566878,0.16042489457775141,199
11,42,attn,0.3,4,raw,r,leak_b_to_a_rate,200,0.07624530473647645,0.07119043190669004,0.07635904640685619,0.07193414880243842,199
11,42,attn,0.3,4,raw,r,rho_a_mean,200,-0.18515779859522424,-0.1601921162005653,-0.18457457655505569,-0.15914101710697262,185
11,42,attn,0.3,4,raw,r,rho_b_mean,200,0.04220334027962371,0.1016839335933973,0.047030232484884756,0.10560631691781949,189
11,42,attn,0.3,4,raw,r,metric_leak_a_to_b_mean,200,-0.006581061116239872,-0.0815983170694026,-0.008459147197987927,-0.08298136768643749,189
11,42,attn,0.3,4,raw,r,metric_leak_b_to_a_mean,200,0.6359074786293558,0.6756056111250884,0.6376976033429654,0.6783769345323536,185
11,42,attn,0.3,4,raw,O,missing_asym_b_minus_a,200,-0.15691164059644017,-0.14276540172422836,-0.1569273875347936,-0.14296535693254983,200
11,42,attn,0.3,4,raw,O,merged_rate,200,0.17534694719335137,0.17334060456285513,0.1757622243024132,0.17352596428605674,200
11,42,attn,0.3,4,raw,O,leak_a_to_b_rate,200,0.14349550700957261,0.12068268875476147,0.14429262406765905,0.12177843831848953,199
11,42,attn,0.3,4,raw,O,leak_b_to_a_rate,200,0.09896962954709176,0.05216040512850645,0.0990843929489349,0.05271437001881972,199
11,42,attn,0.3,4,raw,O,rho_a_mean,200,-0.019917327311289208,-0.06375690576753335,-0.017861039060638313,-0.06270084989357645,185
11,42,attn,0.3,4,raw,O,rho_b_mean,200,0.1758693139008945,0.19912303756961688,0.1785252275532712,0.20127524417411816,189
11,42,attn,0.3,4,raw,O,metric_leak_a_to_b_mean,200,-0.027622498708055387,-0.06220328526327788,-0.027998812777108268,-0.06254927543318851,189
11,42,attn,0.3,4,raw,O,metric_leak_b_to_a_mean,200,0.4978904540112552,0.5327808927349729,0.49934499629339857,0.5348506168969013,185
11,42,attn,0.3,4,raw,O_c,missing_asym_b_minus_a,200,-0.22306957152400844,-0.17348664268985808,-0.2230919577713128,-0.1737296256350331,200
11,42,attn,0.3,4,raw,O_c,merged_rate,200,0.2338152867132762,0.2608814365387838,0.2343690353691549,0.26116040701420834,200
11,42,attn,0.3,4,raw,O_c,leak_a_to_b_rate,200,0.13315567522278982,0.11227872765091063,0.13406363567985075,0.11349811478118882,199
11,42,attn,0.3,4,raw,O_c,leak_b_to_a_rate,200,0.08989725363297191,0.037959413991674865,0.09005330402227985,0.03859951028227511,199
11,42,attn,0.3,4,raw,O_c,rho_a_mean,200,-0.11124501054912168,-0.12127420948420993,-0.10832529094509012,-0.11927253534979028,185
11,42,attn,0.3,4,raw,O_c,rho_b_mean,200,-0.017747768133378982,0.0031178522397527944,-0.016114164922335007,0.004738066858541452,189
11,42,attn,0.3,4,raw,O_c,metric_leak_a_to_b_mean,200,0.005465464243775754,-0.058520166767971275,0.004697227066948054,-0.05923614080252146,189
11,42,attn,0.3,4,raw,O_c,metric_leak_b_to_a_mean,200,0.6353393275073569,0.6392786934742012,0.6376349197054907,0.6425631200297095,185
11,42,attn,0.3,4,topk,r,missing_asym_b_minus_a,200,0.33114845355912287,0.2609801692371158,0.3311816861113045,0.261345694381705,200
