block,sae_seed,region_source,threshold,step_index,method,metric,target,control,n,partial_pearson,partial_spearman
14,42,none,0.5,8,topk,O_c,leak_a_to_b_rate,order+caption_projection:projected:subword_mean,199,0.004926563597914259,0.01246729293350436
14,42,none,0.5,8,topk,O_c,leak_a_to_b_rate,order+t5_hidden:hidden:subword_mean,199,0.007586521908799384,0.026982529128860844
14,42,none,0.5,8,topk,O_c,leak_b_to_a_rate,order+attn2_projection:key:head_concat:b14,199,-0.005386874257392268,-0.060561503306249855
14,42,none,0.5,8,topk,O_c,leak_b_to_a_rate,order+attn2_projection:key:head_mean:b14,199,0.013379009171817424,-0.04298777940729809
14,42,none,0.5,8,topk,O_c,leak_b_to_a_rate,order+attn2_projection:value:head_concat:b14,199,0.0699378658364589,0.009405870671950934
14,42,none,0.5,8,topk,O_c,leak_b_to_a_rate,order+attn2_projection:value:head_mean:b14,199,0.06835931860758133,0.006463159151602345
14,42,none,0.5,8,topk,O_c,leak_b_to_a_rate,order+caption_projection:projected:subword_mean,199,-0.012742204988332484,-0.05775370495836062
14,42,none,0.5,8,topk,O_c,leak_b_to_a_rate,order+t5_hidden:hidden:subword_mean,199,0.017599900326413318,-0.05484229515390776
14,42,none,0.5,8,topk,O_c,rho_a_mean,order+attn2_projection:key:head_concat:b14,200,-0.3826713888569729,-0.4200108037900582
14,42,none,0.5,8,topk,O_c,rho_a_mean,order+attn2_projection:key:head_mean:b14,200,-0.38202900029995407,-0.42081099936403876
14,42,none,0.5,8,topk,O_c,rho_a_mean,order+attn2_projection:value:head_concat:b14,200,-0.2828148676949985,-0.33167635930184164
14,42,none,0.5,8,topk,O_c,rho_a_mean,order+attn2_projection:value:head_mean:b14,200,-0.2737449459267604,-0.32361283216886594
14,42,none,0.5,8,topk,O_c,rho_a_mean,order+caption_projection:projected:subword_mean,200,-0.2757167768074054,-0.3218238674732422
14,42,none,0.5,8,topk,O_c,rho_a_mean,order+t5_hidden:hidden:subword_mean,200,-0.2898476328680385,-0.32900703260155345
14,42,none,0.5,8,topk,O_c,rho_b_mean,order+attn2_projection:key:head_concat:b14,200,0.3287417553488902,0.3609103401437869
14,42,none,0.5,8,topk,O_c,rho_b_mean,order+attn2_projection:key:head_mean:b14,200,0.30521672075501843,0.33706010664993047
14,42,none,0.5,8,topk,O_c,rho_b_mean,order+attn2_projection:value:head_concat:b14,200,0.09895666835460681,0.14996140524198015
14,42,none,0.5,8,topk,O_c,rho_b_mean,order+attn2_projection:value:head_mean:b14,200,0.0921623796307997,0.1432958656739558
14,42,none,0.5,8,topk,O_c,rho_b_mean,order+caption_projection:projected:subword_mean,200,0.2782995945166379,0.312774547627268
14,42,none,0.5,8,topk,O_c,rho_b_mean,order+t5_hidden:hidden:subword_mean,200,0.2662102886110322,0.27916798217577177
14,42,none,0.5,8,topk,O_c,metric_leak_a_to_b_mean,order+attn2_projection:key:head_concat:b14,200,-0.5119215710316141,-0.5445392484151418
14,42,none,0.5,8,topk,O_c,metric_leak_a_to_b_mean,order+attn2_projection:key:head_mean:b14,200,-0.49636980411399584,-0.529277171217269
14,42,none,0.5,8,topk,O_c,metric_leak_a_to_b_mean,order+attn2_projection:value:head_concat:b14,200,-0.301294330774649,-0.34612394813506964
14,42,none,0.5,8,topk,O_c,metric_leak_a_to_b_mean,order+attn2_projection:value:head_mean:b14,200,-0.2915362156728431,-0.33691969791945
14,42,none,0.5,8,topk,O_c,metric_leak_a_to_b_mean,order+caption_projection:projected:subword_mean,200,-0.4199082141790868,-0.4611961647385593
14,42,none,0.5,8,topk,O_c,metric_leak_a_to_b_mean,order+t5_hidden:hidden:subword_mean,200,-0.4163744394329483,-0.46467656611233965
14,42,none,0.5,8,topk,O_c,metric_leak_b_to_a_mean,order+attn2_projection:key:head_concat:b14,200,0.22791137138878642,0.2905318677529414
14,42,none,0.5,8,topk,O_c,metric_leak_b_to_a_mean,order+attn2_projection:key:head_mean:b14,200,0.220935892395865,0.2820705416340851
14,42,none,0.5,8,topk,O_c,metric_leak_b_to_a_mean,order+attn2_projection:value:head_concat:b14,200,0.14203154586737937,0.19891769134100287
14,42,none,0.5,8,topk,O_c,metric_leak_b_to_a_mean,order+attn2_projection:value:head_mean:b14,200,0.13802000953712598,0.19439184606568782
14,42,none,0.5,8,topk,O_c,metric_leak_b_to_a_mean,order+caption_projection:projected:subword_mean,200,0.14812686218860163,0.21502571193873518
14,42,none,0.5,8,topk,O_c,metric_leak_b_to_a_mean,order+t5_hidden:hidden:subword_mean,200,0.16602633159111496,0.20831858447538293
14,43,attn,0.3,1,pre,r,missing_asym_b_minus_a,order+attn2_projection:key:head_concat:b14,200,0.12492969660044288,0.08845774257384931
14,43,attn,0.3,1,pre,r,missing_asym_b_minus_a,order+attn2_projection:key:head_mean:b14,200,0.14307714419306655,0.10590956322829811
14,43,attn,0.3,1,pre,r,missing_asym_b_minus_a,order+attn2_projection:value:head_concat:b14,200,0.18766031076548997,0.14515984915526378
14,43,attn,0.3,1,pre,r,missing_asym_b_minus_a,order+attn2_projection:value:head_mean:b14,200,0.18990634463519207,0.14747928012175515
14,43,attn,0.3,1,pre,r,missing_asym_b_minus_a,order+caption_projection:projected:subword_mean,200,0.18696548397062973,0.14607962689923845
14,43,attn,0.3,1,pre,r,missing_asym_b_minus_a,order+t5_hidden:hidden:subword_mean,200,0.2048429492025921,0.15815645763135455
14,43,attn,0.3,1,pre,r,merged_rate,order+attn2_projection:key:head_concat:b14,200,0.07816112402371883,0.08496166655359663
14,43,attn,0.3,1,pre,r,merged_rate,order+attn2_projection:key:head_mean:b14,200,0.08921953358697066,0.09238625246932565
14,43,attn,0.3,1,pre,r,merged_rate,order+attn2_projection:value:head_concat:b14,200,0.17329785798097058,0.15232850236429224
14,43,attn,0.3,1,pre,r,merged_rate,order+attn2_projection:value:head_mean:b14,200,0.17288780793923847,0.15155853914051098
14,43,attn,0.3,1,pre,r,merged_rate,order+caption_projection:projected:subword_mean,200,0.05740108688474135,0.054875471651551724
14,43,attn,0.3,1,pre,r,merged_rate,order+t5_hidden:hidden:subword_mean,200,0.10740731225822327,0.09711825928971499
14,43,attn,0.3,1,pre,r,leak_a_to_b_rate,order+attn2_projection:key:head_concat:b14,199,0.0744645907841716,0.08496652083621624
14,43,attn,0.3,1,pre,r,leak_a_to_b_rate,order+attn2_projection:key:head_mean:b14,199,0.08930514255701678,0.09654462734276885
14,43,attn,0.3,1,pre,r,leak_a_to_b_rate,order+attn2_projection:value:head_concat:b14,199,0.11245337231269235,0.12670461509342099
14,43,attn,0.3,1,pre,r,leak_a_to_b_rate,order+attn2_projection:value:head_mean:b14,199,0.11147154789887673,0.12576105315448965
14,43,attn,0.3,1,pre,r,leak_a_to_b_rate,order+caption_projection:projected:subword_mean,199,0.10307706057354131,0.11518142731179834
14,43,attn,0.3,1,pre,r,leak_a_to_b_rate,order+t5_hidden:hidden:subword_mean,199,0.10265758058255615,0.12359799461714867
14,43,attn,0.3,1,pre,r,leak_b_to_a_rate,order+attn2_projection:key:head_concat:b14,199,-0.042259434077051114,0.019726041112306483
14,43,attn,0.3,1,pre,r,leak_b_to_a_rate,order+attn2_projection:key:head_mean:b14,199,-0.021337356536123578,0.04058651950615884
14,43,attn,0.3,1,pre,r,leak_b_to_a_rate,order+attn2_projection:value:head_concat:b14,199,0.013336410384338998,0.07310594825666204
14,43,attn,0.3,1,pre,r,leak_b_to_a_rate,order+attn2_projection:value:head_mean:b14,199,0.012742160372940294,0.07234389527796777
14,43,attn,0.3,1,pre,r,leak_b_to_a_rate,order+caption_projection:projected:subword_mean,199,-0.029050130290465097,0.03816973087252651
14,43,attn,0.3,1,pre,r,leak_b_to_a_rate,order+t5_hidden:hidden:subword_mean,199,-0.011101056260570927,0.03642037504174564
14,43,attn,0.3,1,pre,r,rho_a_mean,order+attn2_projection:key:head_concat:b14,180,-0.4153357527453064,-0.36764964931389615
14,43,attn,0.3,1,pre,r,rho_a_mean,order+attn2_projection:key:head_mean:b14,180,-0.4065555589762824,-0.35922925287639546
14,43,attn,0.3,1,pre,r,rho_a_mean,order+attn2_projection:value:head_concat:b14,180,-0.40114400562762037,-0.3671842547340927
14,43,attn,0.3,1,pre,r,rho_a_mean,order+attn2_projection:value:head_mean:b14,180,-0.3985925134149538,-0.3641197643194146
14,43,attn,0.3,1,pre,r,rho_a_mean,order+caption_projection:projected:subword_mean,180,-0.42919799350415905,-0.3856128396442299
14,43,attn,0.3,1,pre,r,rho_a_mean,order+t5_hidden:hidden:subword_mean,180,-0.3930056449658094,-0.3487601189129033
14,43,attn,0.3,1,pre,r,rho_b_mean,order+attn2_projection:key:head_concat:b14,183,0.5573777097024966,0.5749500727547796
14,43,attn,0.3,1,pre,r,rho_b_mean,order+attn2_projection:key:head_mean:b14,183,0.5503989708992393,0.5690182551476592
14,43,attn,0.3,1,pre,r,rho_b_mean,order+attn2_projection:value:head_concat:b14,183,0.6064756165716725,0.6229113508628064
14,43,attn,0.3,1,pre,r,rho_b_mean,order+attn2_projection:value:head_mean:b14,183,0.605485356744565,0.6218527506214067
14,43,attn,0.3,1,pre,r,rho_b_mean,order+caption_projection:projected:subword_mean,183,0.5988771138442421,0.6131908279437155
14,43,attn,0.3,1,pre,r,rho_b_mean,order+t5_hidden:hidden:subword_mean,183,0.59026348595513,0.6005206159674387
14,43,attn,0.3,1,pre,r,metric_leak_a_to_b_mean,order+attn2_projection:key:head_concat:b14,183,-0.5517816355579487,-0.5569035229847413
14,43,attn,0.3,1,pre,r,metric_leak_a_to_b_mean,order+attn2_projection:key:head_mean:b14,183,-0.5659063956038075,-0.5695280740606361
14,43,attn,0.3,1,pre,r,metric_leak_a_to_b_mean,order+attn2_projection:value:head_concat:b14,183,-0.5849622116270915,-0.6000338036845947
14,43,attn,0.3,1,pre,r,metric_leak_a_to_b_mean,order+attn2_projection:value:head_mean:b14,183,-0.585457414436799,-0.6004980739437104
14,43,attn,0.3,1,pre,r,metric_leak_a_to_b_mean,order+caption_projection:projected:subword_mean,183,-0.595333874496148,-0.6113142675820149
14,43,attn,0.3,1,pre,r,metric_leak_a_to_b_mean,order+t5_hidden:hidden:subword_mean,183,-0.5948017141223712,-0.6222112898605486
14,43,attn,0.3,1,pre,r,metric_leak_b_to_a_mean,order+attn2_projection:key:head_concat:b14,180,0.3907617482931174,0.398468773608064
14,43,attn,0.3,1,pre,r,metric_leak_b_to_a_mean,order+attn2_projection:key:head_mean:b14,180,0.37590866745008383,0.383615845942792
14,43,attn,0.3,1,pre,r,metric_leak_b_to_a_mean,order+attn2_projection:value:head_concat:b14,180,0.41497981287507635,0.4371049470211015
14,43,attn,0.3,1,pre,r,metric_leak_b_to_a_mean,order+attn2_projection:value:head_mean:b14,180,0.40965429382644025,0.4316223636952697
14,43,attn,0.3,1,pre,r,metric_leak_b_to_a_mean,order+caption_projection:projected:subword_mean,180,0.3814313687408271,0.3814071103735968
14,43,attn,0.3,1,pre,r,metric_leak_b_to_a_mean,order+t5_hidden:hidden:subword_mean,180,0.3621166975943799,0.357170185576205
14,43,attn,0.3,1,pre,O,missing_asym_b_minus_a,order+attn2_projection:key:head_concat:b14,200,-0.2732556676232195,-0.30677933171377464
14,43,attn,0.3,1,pre,O,missing_asym_b_minus_a,order+attn2_projection:key:head_mean:b14,200,-0.2627231834212756,-0.2978818383986613
14,43,attn,0.3,1,pre,O,missing_asym_b_minus_a,order+attn2_projection:value:head_concat:b14,200,-0.14176392673352592,-0.19771580984906423
14,43,attn,0.3,1,pre,O,missing_asym_b_minus_a,order+attn2_projection:value:head_mean:b14,200,-0.1388997863141452,-0.19513901476646225
14,43,attn,0.3,1,pre,O,missing_asym_b_minus_a,order+caption_projection:projected:subword_mean,200,-0.19879844863365656,-0.24548076354791215
14,43,attn,0.3,1,pre,O,missing_asym_b_minus_a,order+t5_hidden:hidden:subword_mean,200,-0.1716114872349166,-0.23368972373963975
14,43,attn,0.3,1,pre,O,merged_rate,order+attn2_projection:key:head_concat:b14,200,-0.06492376144851522,-0.02365393143158067
14,43,attn,0.3,1,pre,O,merged_rate,order+attn2_projection:key:head_mean:b14,200,-0.060950283543261284,-0.02323063849056577
14,43,attn,0.3,1,pre,O,merged_rate,order+attn2_projection:value:head_concat:b14,200,0.08512701008530356,0.06834269377939005
14,43,attn,0.3,1,pre,O,merged_rate,order+attn2_projection:value:head_mean:b14,200,0.08326342189334081,0.06584617245974785
14,43,attn,0.3,1,pre,O,merged_rate,order+caption_projection:projected:subword_mean,200,-0.16322964105467483,-0.11434577032563592
14,43,attn,0.3,1,pre,O,merged_rate,order+t5_hidden:hidden:subword_mean,200,-0.07139789666290021,-0.05014216499579645
14,43,attn,0.3,1,pre,O,leak_a_to_b_rate,order+attn2_projection:key:head_concat:b14,199,0.12491217760538868,0.060216963320283874
14,43,attn,0.3,1,pre,O,leak_a_to_b_rate,order+attn2_projection:key:head_mean:b14,199,0.13853660791417302,0.0672977500591113
14,43,attn,0.3,1,pre,O,leak_a_to_b_rate,order+attn2_projection:value:head_concat:b14,199,0.19183539476616995,0.10865109732633799
14,43,attn,0.3,1,pre,O,leak_a_to_b_rate,order+attn2_projection:value:head_mean:b14,199,0.19033514239346858,0.10653388889898144
14,43,attn,0.3,1,pre,O,leak_a_to_b_rate,order+caption_projection:projected:subword_mean,199,0.15575136846943657,0.08197694811545776
14,43,attn,0.3,1,pre,O,leak_a_to_b_rate,order+t5_hidden:hidden:subword_mean,199,0.1550509238266279,0.0962198227303979
14,43,attn,0.3,1,pre,O,leak_b_to_a_rate,order+attn2_projection:key:head_concat:b14,199,0.02374158546220617,0.018921560274883564
14,43,attn,0.3,1,pre,O,leak_b_to_a_rate,order+attn2_projection:key:head_mean:b14,199,0.04231711067610161,0.035102867608899725
14,43,attn,0.3,1,pre,O,leak_b_to_a_rate,order+attn2_projection:value:head_concat:b14,199,0.10354403325150202,0.09809854511205948
14,43,attn,0.3,1,pre,O,leak_b_to_a_rate,order+attn2_projection:value:head_mean:b14,199,0.10256565054716262,0.09645006869227453
14,43,attn,0.3,1,pre,O,leak_b_to_a_rate,order+caption_projection:projected:subword_mean,199,0.013042602243351378,0.020885812145487802
14,43,attn,0.3,1,pre,O,leak_b_to_a_rate,order+t5_hidden:hidden:subword_mean,199,0.04376706369535864,0.016252625857913854
14,43,attn,0.3,1,pre,O,rho_a_mean,order+attn2_projection:key:head_concat:b14,180,-0.28324021472433636,-0.41820029715499923
14,43,attn,0.3,1,pre,O,rho_a_mean,order+attn2_projection:key:head_mean:b14,180,-0.2728732241955592,-0.4101603876163974
14,43,attn,0.3,1,pre,O,rho_a_mean,order+attn2_projection:value:head_concat:b14,180,-0.256891001107035,-0.4195807615213467
14,43,attn,0.3,1,pre,O,rho_a_mean,order+attn2_projection:value:head_mean:b14,180,-0.2500466820080449,-0.4142267714524289
14,43,attn,0.3,1,pre,O,rho_a_mean,order+caption_projection:projected:subword_mean,180,-0.3081827589086069,-0.4399973667042518
14,43,attn,0.3,1,pre,O,rho_a_mean,order+t5_hidden:hidden:subword_mean,180,-0.24993329196381112,-0.39553621528885696
14,43,attn,0.3,1,pre,O,rho_b_mean,order+attn2_projection:key:head_concat:b14,183,0.10116371916262958,0.16769110893002867
14,43,attn,0.3,1,pre,O,rho_b_mean,order+attn2_projection:key:head_mean:b14,183,0.07165902419967152,0.13988698588524054
14,43,attn,0.3,1,pre,O,rho_b_mean,order+attn2_projection:value:head_concat:b14,183,0.09140379273937077,0.15043094515658584
14,43,attn,0.3,1,pre,O,rho_b_mean,order+attn2_projection:value:head_mean:b14,183,0.08549974533134569,0.14480439322943683
14,43,attn,0.3,1,pre,O,rho_b_mean,order+caption_projection:projected:subword_mean,183,0.113237760852208,0.16762078012689638
14,43,attn,0.3,1,pre,O,rho_b_mean,order+t5_hidden:hidden:subword_mean,183,0.0897379854307807,0.12406910490797791
14,43,attn,0.3,1,pre,O,metric_leak_a_to_b_mean,order+attn2_projection:key:head_concat:b14,183,0.11870579839489347,0.10690757171081373
14,43,attn,0.3,1,pre,O,metric_leak_a_to_b_mean,order+attn2_projection:key:head_mean:b14,183,0.11576615381262682,0.10784239407902517
14,43,attn,0.3,1,pre,O,metric_leak_a_to_b_mean,order+attn2_projection:value:head_concat:b14,183,-0.0026366155442138772,0.016248060346561857
14,43,attn,0.3,1,pre,O,metric_leak_a_to_b_mean,order+attn2_projection:value:head_mean:b14,183,-0.0009716217587511891,0.01797726088367446
14,43,attn,0.3,1,pre,O,metric_leak_a_to_b_mean,order+caption_projection:projected:subword_mean,183,0.03249552724749864,0.03284129292826154
14,43,attn,0.3,1,pre,O,metric_leak_a_to_b_mean,order+t5_hidden:hidden:subword_mean,183,0.04528048296294109,0.031261535912558626
14,43,attn,0.3,1,pre,O,metric_leak_b_to_a_mean,order+attn2_projection:key:head_concat:b14,180,0.5103108138730644,0.7371517760679461
14,43,attn,0.3,1,pre,O,metric_leak_b_to_a_mean,order+attn2_projection:key:head_mean:b14,180,0.49307682757865995,0.7244748094106929
14,43,attn,0.3,1,pre,O,metric_leak_b_to_a_mean,order+attn2_projection:value:head_concat:b14,180,0.282226213763416,0.6130506070651955
14,43,attn,0.3,1,pre,O,metric_leak_b_to_a_mean,order+attn2_projection:value:head_mean:b14,180,0.2703442646217513,0.6045222876303082
14,43,attn,0.3,1,pre,O,metric_leak_b_to_a_mean,order+caption_projection:projected:subword_mean,180,0.45057154823630885,0.6927019397585024
14,43,attn,0.3,1,pre,O,metric_leak_b_to_a_mean,order+t5_hidden:hidden:subword_mean,180,0.39314169009913236,0.6434829677392483
14,43,attn,0.3,1,pre,O_c,missing_asym_b_minus_a,order+attn2_projection:key:head_concat:b14,200,-0.24492620373677065,-0.15765581191948347
14,43,attn,0.3,1,pre,O_c,missing_asym_b_minus_a,order+attn2_projection:key:head_mean:b14,200,-0.22911711740215587,-0.13866854063758494
14,43,attn,0.3,1,pre,O_c,missing_asym_b_minus_a,order+attn2_projection:value:head_concat:b14,200,-0.09233642529096688,-0.002361067785969192
14,43,attn,0.3,1,pre,O_c,missing_asym_b_minus_a,order+attn2_projection:value:head_mean:b14,200,-0.08898379176298843,0.0024073362753980966
14,43,attn,0.3,1,pre,O_c,missing_asym_b_minus_a,order+caption_projection:projected:subword_mean,200,-0.1538970873668111,-0.05664884267161049
14,43,attn,0.3,1,pre,O_c,missing_asym_b_minus_a,order+t5_hidden:hidden:subword_mean,200,-0.12476591770157987,-0.04994748253678185
14,43,attn,0.3,1,pre,O_c,merged_rate,order+attn2_projection:key:head_concat:b14,200,0.11988642319078531,0.15448824263681724
14,43,attn,0.3,1,pre,O_c,merged_rate,order+attn2_projection:key:head_mean:b14,200,0.13146391352899767,0.1635778518137073
14,43,attn,0.3,1,pre,O_c,merged_rate,order+attn2_projection:value:head_concat:b14,200,0.31565247430658444,0.28465740139087164
14,43,attn,0.3,1,pre,O_c,merged_rate,order+attn2_projection:value:head_mean:b14,200,0.31643612615456923,0.28473477805336217
14,43,attn,0.3,1,pre,O_c,merged_rate,order+caption_projection:projected:subword_mean,200,0.03885659967975757,0.07505333712463437
14,43,attn,0.3,1,pre,O_c,merged_rate,order+t5_hidden:hidden:subword_mean,200,0.14132697249080092,0.16157475008691644
14,43,attn,0.3,1,pre,O_c,leak_a_to_b_rate,order+attn2_projection:key:head_concat:b14,199,0.1463535883078174,0.13120945591756922
14,43,attn,0.3,1,pre,O_c,leak_a_to_b_rate,order+attn2_projection:key:head_mean:b14,199,0.16351820492363664,0.14544740046096766
14,43,attn,0.3,1,pre,O_c,leak_a_to_b_rate,order+attn2_projection:value:head_concat:b14,199,0.21517703041609124,0.19880476599859737
14,43,attn,0.3,1,pre,O_c,leak_a_to_b_rate,order+attn2_projection:value:head_mean:b14,199,0.21409243262762168,0.19782906993132515
14,43,attn,0.3,1,pre,O_c,leak_a_to_b_rate,order+caption_projection:projected:subword_mean,199,0.1885460408524305,0.17420512615375
14,43,attn,0.3,1,pre,O_c,leak_a_to_b_rate,order+t5_hidden:hidden:subword_mean,199,0.18271942590976248,0.18269898047401786
14,43,attn,0.3,1,pre,O_c,leak_b_to_a_rate,order+attn2_projection:key:head_concat:b14,199,0.07831361439951795,0.05442147260427287
14,43,attn,0.3,1,pre,O_c,leak_b_to_a_rate,order+attn2_projection:key:head_mean:b14,199,0.10215984056857795,0.07961018320308676
14,43,attn,0.3,1,pre,O_c,leak_b_to_a_rate,order+attn2_projection:value:head_concat:b14,199,0.17143274106233639,0.14688490127881
14,43,attn,0.3,1,pre,O_c,leak_b_to_a_rate,order+attn2_projection:value:head_mean:b14,199,0.1713094708021255,0.14594567643842832
14,43,attn,0.3,1,pre,O_c,leak_b_to_a_rate,order+caption_projection:projected:subword_mean,199,0.07598944524553736,0.06789147372321683
14,43,attn,0.3,1,pre,O_c,leak_b_to_a_rate,order+t5_hidden:hidden:subword_mean,199,0.10913925588597817,0.06768962062067105
14,43,attn,0.3,1,pre,O_c,rho_a_mean,order+attn2_projection:key:head_concat:b14,180,-0.2877391185465252,-0.3728797710802933
14,43,attn,0.3,1,pre,O_c,rho_a_mean,order+attn2_projection:key:head_mean:b14,180,-0.27740331853356,-0.3641152701090138
14,43,attn,0.3,1,pre,O_c,rho_a_mean,order+attn2_projection:value:head_concat:b14,180,-0.2634364966898317,-0.3585114341747994
14,43,attn,0.3,1,pre,O_c,rho_a_mean,order+attn2_projection:value:head_mean:b14,180,-0.2571320644896924,-0.3530266383694149
14,43,attn,0.3,1,pre,O_c,rho_a_mean,order+caption_projection:projected:subword_mean,180,-0.32635542099407505,-0.4102492610489082
14,43,attn,0.3,1,pre,O_c,rho_a_mean,order+t5_hidden:hidden:subword_mean,180,-0.25748712826119663,-0.34595398156091256
14,43,attn,0.3,1,pre,O_c,rho_b_mean,order+attn2_projection:key:head_concat:b14,183,0.025927712376480692,0.02771426738509515
14,43,attn,0.3,1,pre,O_c,rho_b_mean,order+attn2_projection:key:head_mean:b14,183,0.00011604351824482256,0.00460481958548818
14,43,attn,0.3,1,pre,O_c,rho_b_mean,order+attn2_projection:value:head_concat:b14,183,0.04935732314039585,0.075857905345748
14,43,attn,0.3,1,pre,O_c,rho_b_mean,order+attn2_projection:value:head_mean:b14,183,0.043101934122864914,0.06940599101089905
14,43,attn,0.3,1,pre,O_c,rho_b_mean,order+caption_projection:projected:subword_mean,183,0.04671667901869615,0.05783187128792973
14,43,attn,0.3,1,pre,O_c,rho_b_mean,order+t5_hidden:hidden:subword_mean,183,0.0377378822066853,0.05152781055738394
14,43,attn,0.3,1,pre,O_c,metric_leak_a_to_b_mean,order+attn2_projection:key:head_concat:b14,183,0.09958880409280281,0.037087878778305904
14,43,attn,0.3,1,pre,O_c,metric_leak_a_to_b_mean,order+attn2_projection:key:head_mean:b14,183,0.0914998147727937,0.026653292323113156
14,43,attn,0.3,1,pre,O_c,metric_leak_a_to_b_mean,order+attn2_projection:value:head_concat:b14,183,-0.03912679992512182,-0.10377745855155633
14,43,attn,0.3,1,pre,O_c,metric_leak_a_to_b_mean,order+attn2_projection:value:head_mean:b14,183,-0.0381356444822699,-0.10356285451848564
14,43,attn,0.3,1,pre,O_c,metric_leak_a_to_b_mean,order+caption_projection:projected:subword_mean,183,-0.008422043998215755,-0.08651196292547705
14,43,attn,0.3,1,pre,O_c,metric_leak_a_to_b_mean,order+t5_hidden:hidden:subword_mean,183,0.008352708170839027,-0.08308806540642906
14,43,attn,0.3,1,pre,O_c,metric_leak_b_to_a_mean,order+attn2_projection:key:head_concat:b14,180,0.48648411923039653,0.6045960460207788
14,43,attn,0.3,1,pre,O_c,metric_leak_b_to_a_mean,order+attn2_projection:key:head_mean:b14,180,0.47097777352999454,0.5909748964805227
14,43,attn,0.3,1,pre,O_c,metric_leak_b_to_a_mean,order+attn2_projection:value:head_concat:b14,180,0.2865791234615937,0.4781749589534482
14,43,attn,0.3,1,pre,O_c,metric_leak_b_to_a_mean,order+attn2_projection:value:head_mean:b14,180,0.27506144327012344,0.4675326517259878
14,43,attn,0.3,1,pre,O_c,metric_leak_b_to_a_mean,order+caption_projection:projected:subword_mean,180,0.4242575453858643,0.5445218400694385
14,43,attn,0.3,1,pre,O_c,metric_leak_b_to_a_mean,order+t5_hidden:hidden:subword_mean,180,0.37202478711943665,0.5094584518614063
14,43,attn,0.3,1,raw,r,missing_asym_b_minus_a,order+attn2_projection:key:head_concat:b14,200,-0.09516422702781185,-0.21855560784718753
14,43,attn,0.3,1,raw,r,missing_asym_b_minus_a,order+attn2_projection:key:head_mean:b14,200,-0.08580896064987507,-0.21017443283669407
14,43,attn,0.3,1,raw,r,missing_asym_b_minus_a,order+attn2_projection:value:head_concat:b14,200,-0.022866930027577344,-0.1596231236475264
14,43,attn,0.3,1,raw,r,missing_asym_b_minus_a,order+attn2_projection:value:head_mean:b14,200,-0.020290967361682285,-0.15717768083435063
14,43,attn,0.3,1,raw,r,missing_asym_b_minus_a,order+caption_projection:projected:subword_mean,200,-0.047511357254239266,-0.17448698074702365
14,43,attn,0.3,1,raw,r,missing_asym_b_minus_a,order+t5_hidden:hidden:subword_mean,200,-0.030783145424667785,-0.16385252301148567
14,43,attn,0.3,1,raw,r,merged_rate,order+attn2_projection:key:head_concat:b14,200,0.12683460911384714,0.21881904653974288
14,43,attn,0.3,1,raw,r,merged_rate,order+attn2_projection:key:head_mean:b14,200,0.12976088855819082,0.2214141772992444
14,43,attn,0.3,1,raw,r,merged_rate,order+attn2_projection:value:head_concat:b14,200,0.19940286205530383,0.26518668475588825
14,43,attn,0.3,1,raw,r,merged_rate,order+attn2_projection:value:head_mean:b14,200,0.19943254017122816,0.2651143705030933
14,43,attn,0.3,1,raw,r,merged_rate,order+caption_projection:projected:subword_mean,200,0.10266487608757155,0.18486065341609692
14,43,attn,0.3,1,raw,r,merged_rate,order+t5_hidden:hidden:subword_mean,200,0.13620698625602917,0.21686812153074883
14,43,attn,0.3,1,raw,r,leak_a_to_b_rate,order+attn2_projection:key:head_concat:b14,199,-0.036399899988833355,-0.03299196875760697
14,43,attn,0.3,1,raw,r,leak_a_to_b_rate,order+attn2_projection:key:head_mean:b14,199,-0.031049665391913957,-0.029112399764184678
14,43,attn,0.3,1,raw,r,leak_a_to_b_rate,order+attn2_projection:value:head_concat:b14,199,-0.014688010563568988,-0.008739833285503132
14,43,attn,0.3,1,raw,r,leak_a_to_b_rate,order+attn2_projection:value:head_mean:b14,199,-0.016223418047056747,-0.010218212979937432
14,43,attn,0.3,1,raw,r,leak_a_to_b_rate,order+caption_projection:projected:subword_mean,199,-0.020600888831176094,-0.021038617577629256
14,43,attn,0.3,1,raw,r,leak_a_to_b_rate,order+t5_hidden:hidden:subword_mean,199,-0.023258289917690578,-0.01639316108611286
14,43,attn,0.3,1,raw,r,leak_b_to_a_rate,order+attn2_projection:key:head_concat:b14,199,0.05134175643649508,0.05706040342350046
14,43,attn,0.3,1,raw,r,leak_b_to_a_rate,order+attn2_projection:key:head_mean:b14,199,0.06231821086817317,0.06758322451161673
14,43,attn,0.3,1,raw,r,leak_b_to_a_rate,order+attn2_projection:value:head_concat:b14,199,0.0854930777251114,0.09265625285893285
14,43,attn,0.3,1,raw,r,leak_b_to_a_rate,order+attn2_projection:value:head_mean:b14,199,0.08512926208147979,0.09214762325172934
14,43,attn,0.3,1,raw,r,leak_b_to_a_rate,order+caption_projection:projected:subword_mean,199,0.05247201183796298,0.06130576720771633
14,43,attn,0.3,1,raw,r,leak_b_to_a_rate,order+t5_hidden:hidden:subword_mean,199,0.06479655538217355,0.058167233563491766
14,43,attn,0.3,1,raw,r,rho_a_mean,order+attn2_projection:key:head_concat:b14,180,-0.5286637600559344,-0.2782181719797704
