block,sae_seed,region_source,threshold,step_index,method,score,label,n,auc,ci025,ci975
14,42,none,0.1,4,raw,metric_leak_a_to_b,leak_a_to_b_label,1943,0.48970721596061667,nan,nan
14,42,none,0.1,4,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.591002193073199,nan,nan
14,42,none,0.1,4,topk,rho_a,a_present,1963,0.5400058751940913,nan,nan
14,42,none,0.1,4,topk,rho_b,b_present,1963,0.5806493651561977,nan,nan
14,42,none,0.1,4,topk,metric_leak_a_to_b,leak_a_to_b_label,1943,0.5040873170099753,nan,nan
14,42,none,0.1,4,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5723558985393304,nan,nan
14,42,none,0.1,8,pre,rho_a,a_present,1906,0.5555109684323167,nan,nan
14,42,none,0.1,8,pre,rho_b,b_present,1906,0.5688001629052766,nan,nan
14,42,none,0.1,8,pre,metric_leak_a_to_b,leak_a_to_b_label,1886,0.423744896390888,nan,nan
14,42,none,0.1,8,pre,metric_leak_b_to_a,leak_b_to_a_label,1906,0.6148436532424384,nan,nan
14,42,none,0.1,8,raw,rho_a,a_present,1963,0.4945192832263209,nan,nan
14,42,none,0.1,8,raw,rho_b,b_present,1963,0.5584461220538407,nan,nan
14,42,none,0.1,8,raw,metric_leak_a_to_b,leak_a_to_b_label,1943,0.4699831584402125,nan,nan
14,42,none,0.1,8,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5741300119998345,nan,nan
14,42,none,0.1,8,topk,rho_a,a_present,1952,0.5538419319429199,nan,nan
14,42,none,0.1,8,topk,rho_b,b_present,1951,0.5646262010780407,nan,nan
14,42,none,0.1,8,topk,metric_leak_a_to_b,leak_a_to_b_label,1932,0.4230486032827904,nan,nan
14,42,none,0.1,8,topk,metric_leak_b_to_a,leak_b_to_a_label,1951,0.6030555205312487,nan,nan
14,42,none,0.5,1,pre,rho_a,a_present,1963,0.5202274539426749,nan,nan
14,42,none,0.5,1,pre,rho_b,b_present,1963,0.5122198123394274,nan,nan
14,42,none,0.5,1,pre,metric_leak_a_to_b,leak_a_to_b_label,1963,0.4497308382466034,nan,nan
14,42,none,0.5,1,pre,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5815678404435801,nan,nan
14,42,none,0.5,1,raw,rho_a,a_present,1963,0.5379579503965756,nan,nan
14,42,none,0.5,1,raw,rho_b,b_present,1963,0.5723600923409167,nan,nan
14,42,none,0.5,1,raw,metric_leak_a_to_b,leak_a_to_b_label,1963,0.48940656241989233,nan,nan
14,42,none,0.5,1,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5536216741838044,nan,nan
14,42,none,0.5,1,topk,rho_a,a_present,1963,0.5311217424147048,nan,nan
14,42,none,0.5,1,topk,rho_b,b_present,1963,0.51103064378002,nan,nan
14,42,none,0.5,1,topk,metric_leak_a_to_b,leak_a_to_b_label,1963,0.4773904127146885,nan,nan
14,42,none,0.5,1,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5861919145942814,nan,nan
14,42,none,0.5,4,pre,rho_a,a_present,1963,0.5377187460657182,nan,nan
14,42,none,0.5,4,pre,rho_b,b_present,1963,0.5857807089399412,nan,nan
14,42,none,0.5,4,pre,metric_leak_a_to_b,leak_a_to_b_label,1963,0.5003524737246859,nan,nan
14,42,none,0.5,4,pre,metric_leak_b_to_a,leak_b_to_a_label,1963,0.555794058012993,nan,nan
14,42,none,0.5,4,raw,rho_a,a_present,1963,0.5952201099500608,nan,nan
14,42,none,0.5,4,raw,rho_b,b_present,1963,0.5997924191086123,nan,nan
14,42,none,0.5,4,raw,metric_leak_a_to_b,leak_a_to_b_label,1963,0.4924762881312484,nan,nan
14,42,none,0.5,4,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.591002193073199,nan,nan
14,42,none,0.5,4,topk,rho_a,a_present,1963,0.5400058751940913,nan,nan
14,42,none,0.5,4,topk,rho_b,b_present,1963,0.5806493651561977,nan,nan
14,42,none,0.5,4,topk,metric_leak_a_to_b,leak_a_to_b_label,1963,0.5079146372724942,nan,nan
14,42,none,0.5,4,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5723558985393304,nan,nan
14,42,none,0.5,8,pre,rho_a,a_present,1906,0.5555109684323167,nan,nan
14,42,none,0.5,8,pre,rho_b,b_present,1906,0.5688001629052766,nan,nan
14,42,none,0.5,8,pre,metric_leak_a_to_b,leak_a_to_b_label,1906,0.4274696151583845,nan,nan
14,42,none,0.5,8,pre,metric_leak_b_to_a,leak_b_to_a_label,1906,0.6148436532424384,nan,nan
14,42,none,0.5,8,raw,rho_a,a_present,1963,0.4945192832263209,nan,nan
14,42,none,0.5,8,raw,rho_b,b_present,1963,0.5584461220538407,nan,nan
14,42,none,0.5,8,raw,metric_leak_a_to_b,leak_a_to_b_label,1963,0.4704434760317867,nan,nan
14,42,none,0.5,8,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5741300119998345,nan,nan
14,42,none,0.5,8,topk,rho_a,a_present,1952,0.5538419319429199,nan,nan
14,42,none,0.5,8,topk,rho_b,b_present,1951,0.5646262010780407,nan,nan
14,42,none,0.5,8,topk,metric_leak_a_to_b,leak_a_to_b_label,1952,0.4265666196084498,nan,nan
14,42,none,0.5,8,topk,metric_leak_b_to_a,leak_b_to_a_label,1951,0.6030555205312487,nan,nan
14,43,attn,0.3,1,pre,rho_a,a_present,1682,0.5221848560567631,nan,nan
14,43,attn,0.3,1,pre,rho_b,b_present,1687,0.41903313049357677,nan,nan
14,43,attn,0.3,1,pre,metric_leak_a_to_b,leak_a_to_b_label,1687,0.47509019871758923,nan,nan
14,43,attn,0.3,1,pre,metric_leak_b_to_a,leak_b_to_a_label,1682,0.5751296846768083,nan,nan
14,43,attn,0.3,1,raw,rho_a,a_present,1682,0.62168323094169,nan,nan
14,43,attn,0.3,1,raw,rho_b,b_present,1687,0.502974332969262,nan,nan
14,43,attn,0.3,1,raw,metric_leak_a_to_b,leak_a_to_b_label,1687,0.5105247415549699,nan,nan
14,43,attn,0.3,1,raw,metric_leak_b_to_a,leak_b_to_a_label,1682,0.6059042956227779,nan,nan
14,43,attn,0.3,1,topk,rho_a,a_present,1682,0.5245082383001108,nan,nan
14,43,attn,0.3,1,topk,rho_b,b_present,1687,0.42257957559681697,nan,nan
14,43,attn,0.3,1,topk,metric_leak_a_to_b,leak_a_to_b_label,1687,0.4848765259005851,nan,nan
14,43,attn,0.3,1,topk,metric_leak_b_to_a,leak_b_to_a_label,1682,0.5707874337005304,nan,nan
14,43,attn,0.3,4,pre,rho_a,a_present,1721,0.5206638599495742,nan,nan
14,43,attn,0.3,4,pre,rho_b,b_present,1767,0.48311855670103093,nan,nan
14,43,attn,0.3,4,pre,metric_leak_a_to_b,leak_a_to_b_label,1767,0.6197913999419608,nan,nan
14,43,attn,0.3,4,pre,metric_leak_b_to_a,leak_b_to_a_label,1721,0.6229674796747967,nan,nan
14,43,attn,0.3,4,raw,rho_a,a_present,1721,0.5615634365634365,nan,nan
14,43,attn,0.3,4,raw,rho_b,b_present,1767,0.47665427954926876,nan,nan
14,43,attn,0.3,4,raw,metric_leak_a_to_b,leak_a_to_b_label,1767,0.5688192417336679,nan,nan
14,43,attn,0.3,4,raw,metric_leak_b_to_a,leak_b_to_a_label,1721,0.6505269497139415,nan,nan
14,43,attn,0.3,4,topk,rho_a,a_present,1721,0.5150979972408544,nan,nan
14,43,attn,0.3,4,topk,rho_b,b_present,1767,0.48113461999520496,nan,nan
14,43,attn,0.3,4,topk,metric_leak_a_to_b,leak_a_to_b_label,1767,0.6000238985336542,nan,nan
14,43,attn,0.3,4,topk,metric_leak_b_to_a,leak_b_to_a_label,1721,0.6049909665763324,nan,nan
14,43,attn,0.3,8,pre,rho_a,a_present,1773,0.5205007342839547,nan,nan
14,43,attn,0.3,8,pre,rho_b,b_present,1805,0.5347812391519562,nan,nan
14,43,attn,0.3,8,pre,metric_leak_a_to_b,leak_a_to_b_label,1811,0.6023509783103291,nan,nan
14,43,attn,0.3,8,pre,metric_leak_b_to_a,leak_b_to_a_label,1767,0.6470925593457012,nan,nan
14,43,attn,0.3,8,raw,rho_a,a_present,1776,0.5056066203635289,nan,nan
14,43,attn,0.3,8,raw,rho_b,b_present,1814,0.5307412746561484,nan,nan
14,43,attn,0.3,8,raw,metric_leak_a_to_b,leak_a_to_b_label,1814,0.5398673611531706,nan,nan
14,43,attn,0.3,8,raw,metric_leak_b_to_a,leak_b_to_a_label,1776,0.6082217261904762,nan,nan
14,43,attn,0.3,8,topk,rho_a,a_present,1776,0.5188414363824442,nan,nan
14,43,attn,0.3,8,topk,rho_b,b_present,1814,0.5309905930261177,nan,nan
14,43,attn,0.3,8,topk,metric_leak_a_to_b,leak_a_to_b_label,1814,0.587752104657501,nan,nan
14,43,attn,0.3,8,topk,metric_leak_b_to_a,leak_b_to_a_label,1776,0.6477368551587301,nan,nan
14,43,attn,0.1,1,pre,rho_a,a_present,1682,0.5221848560567631,nan,nan
14,43,attn,0.1,1,pre,rho_b,b_present,1687,0.41903313049357677,nan,nan
14,43,attn,0.1,1,pre,metric_leak_a_to_b,leak_a_to_b_label,1669,0.4698954611618367,nan,nan
14,43,attn,0.1,1,pre,metric_leak_b_to_a,leak_b_to_a_label,1682,0.5751296846768083,nan,nan
14,43,attn,0.1,1,raw,rho_a,a_present,1682,0.62168323094169,nan,nan
14,43,attn,0.1,1,raw,rho_b,b_present,1687,0.502974332969262,nan,nan
14,43,attn,0.1,1,raw,metric_leak_a_to_b,leak_a_to_b_label,1669,0.5055388570672413,nan,nan
14,43,attn,0.1,1,raw,metric_leak_b_to_a,leak_b_to_a_label,1682,0.6059042956227779,nan,nan
14,43,attn,0.1,1,topk,rho_a,a_present,1682,0.5245082383001108,nan,nan
14,43,attn,0.1,1,topk,rho_b,b_present,1687,0.42257957559681697,nan,nan
14,43,attn,0.1,1,topk,metric_leak_a_to_b,leak_a_to_b_label,1669,0.47981058243066976,nan,nan
14,43,attn,0.1,1,topk,metric_leak_b_to_a,leak_b_to_a_label,1682,0.5707874337005304,nan,nan
14,43,attn,0.1,4,pre,rho_a,a_present,1721,0.5206638599495742,nan,nan
14,43,attn,0.1,4,pre,rho_b,b_present,1767,0.48311855670103093,nan,nan
14,43,attn,0.1,4,pre,metric_leak_a_to_b,leak_a_to_b_label,1752,0.6178580347378302,nan,nan
14,43,attn,0.1,4,pre,metric_leak_b_to_a,leak_b_to_a_label,1721,0.6229674796747967,nan,nan
14,43,attn,0.1,4,raw,rho_a,a_present,1721,0.5615634365634365,nan,nan
14,43,attn,0.1,4,raw,rho_b,b_present,1767,0.47665427954926876,nan,nan
14,43,attn,0.1,4,raw,metric_leak_a_to_b,leak_a_to_b_label,1752,0.5655790643002919,nan,nan
14,43,attn,0.1,4,raw,metric_leak_b_to_a,leak_b_to_a_label,1721,0.6505269497139415,nan,nan
14,43,attn,0.1,4,topk,rho_a,a_present,1721,0.5150979972408544,nan,nan
14,43,attn,0.1,4,topk,rho_b,b_present,1767,0.48113461999520496,nan,nan
14,43,attn,0.1,4,topk,metric_leak_a_to_b,leak_a_to_b_label,1752,0.5982760253859998,nan,nan
14,43,attn,0.1,4,topk,metric_leak_b_to_a,leak_b_to_a_label,1721,0.6049909665763324,nan,nan
14,43,attn,0.1,8,pre,rho_a,a_present,1773,0.5205007342839547,nan,nan
14,43,attn,0.1,8,pre,rho_b,b_present,1805,0.5347812391519562,nan,nan
14,43,attn,0.1,8,pre,metric_leak_a_to_b,leak_a_to_b_label,1791,0.6024090839343256,nan,nan
14,43,attn,0.1,8,pre,metric_leak_b_to_a,leak_b_to_a_label,1767,0.6470925593457012,nan,nan
14,43,attn,0.1,8,raw,rho_a,a_present,1776,0.5056066203635289,nan,nan
14,43,attn,0.1,8,raw,rho_b,b_present,1814,0.5307412746561484,nan,nan
14,43,attn,0.1,8,raw,metric_leak_a_to_b,leak_a_to_b_label,1794,0.5388609766558422,nan,nan
14,43,attn,0.1,8,raw,metric_leak_b_to_a,leak_b_to_a_label,1776,0.6082217261904762,nan,nan
14,43,attn,0.1,8,topk,rho_a,a_present,1776,0.5188414363824442,nan,nan
14,43,attn,0.1,8,topk,rho_b,b_present,1814,0.5309905930261177,nan,nan
14,43,attn,0.1,8,topk,metric_leak_a_to_b,leak_a_to_b_label,1794,0.5878852398750076,nan,nan
14,43,attn,0.1,8,topk,metric_leak_b_to_a,leak_b_to_a_label,1776,0.6477368551587301,nan,nan
14,43,attn,0.5,1,pre,rho_a,a_present,1682,0.5221848560567631,nan,nan
14,43,attn,0.5,1,pre,rho_b,b_present,1687,0.41903313049357677,nan,nan
14,43,attn,0.5,1,pre,metric_leak_a_to_b,leak_a_to_b_label,1687,0.47509019871758923,nan,nan
14,43,attn,0.5,1,pre,metric_leak_b_to_a,leak_b_to_a_label,1682,0.5751296846768083,nan,nan
14,43,attn,0.5,1,raw,rho_a,a_present,1682,0.62168323094169,nan,nan
14,43,attn,0.5,1,raw,rho_b,b_present,1687,0.502974332969262,nan,nan
14,43,attn,0.5,1,raw,metric_leak_a_to_b,leak_a_to_b_label,1687,0.5105247415549699,nan,nan
14,43,attn,0.5,1,raw,metric_leak_b_to_a,leak_b_to_a_label,1682,0.6059042956227779,nan,nan
14,43,attn,0.5,1,topk,rho_a,a_present,1682,0.5245082383001108,nan,nan
14,43,attn,0.5,1,topk,rho_b,b_present,1687,0.42257957559681697,nan,nan
14,43,attn,0.5,1,topk,metric_leak_a_to_b,leak_a_to_b_label,1687,0.4848765259005851,nan,nan
14,43,attn,0.5,1,topk,metric_leak_b_to_a,leak_b_to_a_label,1682,0.5707874337005304,nan,nan
14,43,attn,0.5,4,pre,rho_a,a_present,1721,0.5206638599495742,nan,nan
14,43,attn,0.5,4,pre,rho_b,b_present,1767,0.48311855670103093,nan,nan
14,43,attn,0.5,4,pre,metric_leak_a_to_b,leak_a_to_b_label,1767,0.6197913999419608,nan,nan
14,43,attn,0.5,4,pre,metric_leak_b_to_a,leak_b_to_a_label,1721,0.6229674796747967,nan,nan
14,43,attn,0.5,4,raw,rho_a,a_present,1721,0.5615634365634365,nan,nan
14,43,attn,0.5,4,raw,rho_b,b_present,1767,0.47665427954926876,nan,nan
14,43,attn,0.5,4,raw,metric_leak_a_to_b,leak_a_to_b_label,1767,0.5688192417336679,nan,nan
14,43,attn,0.5,4,raw,metric_leak_b_to_a,leak_b_to_a_label,1721,0.6505269497139415,nan,nan
14,43,attn,0.5,4,topk,rho_a,a_present,1721,0.5150979972408544,nan,nan
14,43,attn,0.5,4,topk,rho_b,b_present,1767,0.48113461999520496,nan,nan
14,43,attn,0.5,4,topk,metric_leak_a_to_b,leak_a_to_b_label,1767,0.6000238985336542,nan,nan
14,43,attn,0.5,4,topk,metric_leak_b_to_a,leak_b_to_a_label,1721,0.6049909665763324,nan,nan
14,43,attn,0.5,8,pre,rho_a,a_present,1773,0.5205007342839547,nan,nan
14,43,attn,0.5,8,pre,rho_b,b_present,1805,0.5347812391519562,nan,nan
14,43,attn,0.5,8,pre,metric_leak_a_to_b,leak_a_to_b_label,1811,0.6023509783103291,nan,nan
14,43,attn,0.5,8,pre,metric_leak_b_to_a,leak_b_to_a_label,1767,0.6470925593457012,nan,nan
14,43,attn,0.5,8,raw,rho_a,a_present,1776,0.5056066203635289,nan,nan
14,43,attn,0.5,8,raw,rho_b,b_present,1814,0.5307412746561484,nan,nan
14,43,attn,0.5,8,raw,metric_leak_a_to_b,leak_a_to_b_label,1814,0.5398673611531706,nan,nan
14,43,attn,0.5,8,raw,metric_leak_b_to_a,leak_b_to_a_label,1776,0.6082217261904762,nan,nan
14,43,attn,0.5,8,topk,rho_a,a_present,1776,0.5188414363824442,nan,nan
14,43,attn,0.5,8,topk,rho_b,b_present,1814,0.5309905930261177,nan,nan
14,43,attn,0.5,8,topk,metric_leak_a_to_b,leak_a_to_b_label,1814,0.587752104657501,nan,nan
14,43,attn,0.5,8,topk,metric_leak_b_to_a,leak_b_to_a_label,1776,0.6477368551587301,nan,nan
14,43,none,0.3,1,pre,rho_a,a_present,1963,0.519002056317932,nan,nan
14,43,none,0.3,1,pre,rho_b,b_present,1963,0.5064298879249358,nan,nan
14,43,none,0.3,1,pre,metric_leak_a_to_b,leak_a_to_b_label,1963,0.46676493206870034,nan,nan
14,43,none,0.3,1,pre,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5666870112136384,nan,nan
14,43,none,0.3,1,raw,rho_a,a_present,1963,0.5379579503965756,nan,nan
14,43,none,0.3,1,raw,rho_b,b_present,1963,0.5723600923409167,nan,nan
14,43,none,0.3,1,raw,metric_leak_a_to_b,leak_a_to_b_label,1963,0.48940656241989233,nan,nan
14,43,none,0.3,1,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5536216741838044,nan,nan
14,43,none,0.3,1,topk,rho_a,a_present,1963,0.525888623106299,nan,nan
14,43,none,0.3,1,topk,rho_b,b_present,1963,0.5085452582194586,nan,nan
14,43,none,0.3,1,topk,metric_leak_a_to_b,leak_a_to_b_label,1963,0.47549987182773645,nan,nan
14,43,none,0.3,1,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5732196797285555,nan,nan
14,43,none,0.3,4,pre,rho_a,a_present,1963,0.539070040706702,nan,nan
14,43,none,0.3,4,pre,rho_b,b_present,1961,0.5761352251811468,nan,nan
14,43,none,0.3,4,pre,metric_leak_a_to_b,leak_a_to_b_label,1963,0.5239041271468854,nan,nan
14,43,none,0.3,4,pre,metric_leak_b_to_a,leak_b_to_a_label,1961,0.5604157304545027,nan,nan
14,43,none,0.3,4,raw,rho_a,a_present,1963,0.5952201099500608,nan,nan
14,43,none,0.3,4,raw,rho_b,b_present,1963,0.5997924191086123,nan,nan
14,43,none,0.3,4,raw,metric_leak_a_to_b,leak_a_to_b_label,1963,0.4924762881312484,nan,nan
14,43,none,0.3,4,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.591002193073199,nan,nan
14,43,none,0.3,4,topk,rho_a,a_present,1963,0.5306978891266944,nan,nan
14,43,none,0.3,4,topk,rho_b,b_present,1963,0.5760509364411512,nan,nan
14,43,none,0.3,4,topk,metric_leak_a_to_b,leak_a_to_b_label,1963,0.5155985644706486,nan,nan
14,43,none,0.3,4,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5736334671245914,nan,nan
14,43,none,0.3,8,pre,rho_a,a_present,1901,0.5590656597745385,nan,nan
14,43,none,0.3,8,pre,rho_b,b_present,1910,0.5836630059815805,nan,nan
14,43,none,0.3,8,pre,metric_leak_a_to_b,leak_a_to_b_label,1901,0.42980502869564063,nan,nan
14,43,none,0.3,8,pre,metric_leak_b_to_a,leak_b_to_a_label,1910,0.621085208009843,nan,nan
14,43,none,0.3,8,raw,rho_a,a_present,1963,0.4945192832263209,nan,nan
14,43,none,0.3,8,raw,rho_b,b_present,1963,0.5584461220538407,nan,nan
14,43,none,0.3,8,raw,metric_leak_a_to_b,leak_a_to_b_label,1963,0.4704434760317867,nan,nan
14,43,none,0.3,8,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5741300119998345,nan,nan
14,43,none,0.3,8,topk,rho_a,a_present,1956,0.5610120373552611,nan,nan
14,43,none,0.3,8,topk,rho_b,b_present,1955,0.5839599349082543,nan,nan
14,43,none,0.3,8,topk,metric_leak_a_to_b,leak_a_to_b_label,1956,0.4240282003615101,nan,nan
14,43,none,0.3,8,topk,metric_leak_b_to_a,leak_b_to_a_label,1955,0.5972656168089077,nan,nan
14,43,none,0.1,1,pre,rho_a,a_present,1963,0.519002056317932,nan,nan
14,43,none,0.1,1,pre,rho_b,b_present,1963,0.5064298879249358,nan,nan
14,43,none,0.1,1,pre,metric_leak_a_to_b,leak_a_to_b_label,1943,0.4610506542298225,nan,nan
14,43,none,0.1,1,pre,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5666870112136384,nan,nan
14,43,none,0.1,1,raw,rho_a,a_present,1963,0.5379579503965756,nan,nan
14,43,none,0.1,1,raw,rho_b,b_present,1963,0.5723600923409167,nan,nan
14,43,none,0.1,1,raw,metric_leak_a_to_b,leak_a_to_b_label,1943,0.48452519756445134,nan,nan
14,43,none,0.1,1,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5536216741838044,nan,nan
14,43,none,0.1,1,topk,rho_a,a_present,1963,0.525888623106299,nan,nan
14,43,none,0.1,1,topk,rho_b,b_present,1963,0.5085452582194586,nan,nan
14,43,none,0.1,1,topk,metric_leak_a_to_b,leak_a_to_b_label,1943,0.46986656302629876,nan,nan
14,43,none,0.1,1,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5732196797285555,nan,nan
14,43,none,0.1,4,pre,rho_a,a_present,1963,0.539070040706702,nan,nan
14,43,none,0.1,4,pre,rho_b,b_present,1961,0.5761352251811468,nan,nan
14,43,none,0.1,4,pre,metric_leak_a_to_b,leak_a_to_b_label,1943,0.5204624951418577,nan,nan
14,43,none,0.1,4,pre,metric_leak_b_to_a,leak_b_to_a_label,1961,0.5604157304545027,nan,nan
14,43,none,0.1,4,raw,rho_a,a_present,1963,0.5952201099500608,nan,nan
14,43,none,0.1,4,raw,rho_b,b_present,1963,0.5997924191086123,nan,nan
14,43,none,0.1,4,raw,metric_leak_a_to_b,leak_a_to_b_label,1943,0.48970721596061667,nan,nan
14,43,none,0.1,4,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.591002193073199,nan,nan
14,43,none,0.1,4,topk,rho_a,a_present,1963,0.5306978891266944,nan,nan
14,43,none,0.1,4,topk,rho_b,b_present,1963,0.5760509364411512,nan,nan
14,43,none,0.1,4,topk,metric_leak_a_to_b,leak_a_to_b_label,1943,0.511724316621324,nan,nan
14,43,none,0.1,4,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5736334671245914,nan,nan
14,43,none,0.1,8,pre,rho_a,a_present,1901,0.5590656597745385,nan,nan
14,43,none,0.1,8,pre,rho_b,b_present,1910,0.5836630059815805,nan,nan
14,43,none,0.1,8,pre,metric_leak_a_to_b,leak_a_to_b_label,1881,0.42612273342535884,nan,nan
14,43,none,0.1,8,pre,metric_leak_b_to_a,leak_b_to_a_label,1910,0.621085208009843,nan,nan
14,43,none,0.1,8,raw,rho_a,a_present,1963,0.4945192832263209,nan,nan
14,43,none,0.1,8,raw,rho_b,b_present,1963,0.5584461220538407,nan,nan
14,43,none,0.1,8,raw,metric_leak_a_to_b,leak_a_to_b_label,1943,0.4699831584402125,nan,nan
14,43,none,0.1,8,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5741300119998345,nan,nan
14,43,none,0.1,8,topk,rho_a,a_present,1956,0.5610120373552611,nan,nan
14,43,none,0.1,8,topk,rho_b,b_present,1955,0.5839599349082543,nan,nan
14,43,none,0.1,8,topk,metric_leak_a_to_b,leak_a_to_b_label,1936,0.42023030058712996,nan,nan
14,43,none,0.1,8,topk,metric_leak_b_to_a,leak_b_to_a_label,1955,0.5972656168089077,nan,nan
14,43,none,0.5,1,pre,rho_a,a_present,1963,0.519002056317932,nan,nan
14,43,none,0.5,1,pre,rho_b,b_present,1963,0.5064298879249358,nan,nan
14,43,none,0.5,1,pre,metric_leak_a_to_b,leak_a_to_b_label,1963,0.46676493206870034,nan,nan
14,43,none,0.5,1,pre,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5666870112136384,nan,nan
14,43,none,0.5,1,raw,rho_a,a_present,1963,0.5379579503965756,nan,nan
14,43,none,0.5,1,raw,rho_b,b_present,1963,0.5723600923409167,nan,nan
14,43,none,0.5,1,raw,metric_leak_a_to_b,leak_a_to_b_label,1963,0.48940656241989233,nan,nan
14,43,none,0.5,1,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5536216741838044,nan,nan
14,43,none,0.5,1,topk,rho_a,a_present,1963,0.525888623106299,nan,nan
14,43,none,0.5,1,topk,rho_b,b_present,1963,0.5085452582194586,nan,nan
14,43,none,0.5,1,topk,metric_leak_a_to_b,leak_a_to_b_label,1963,0.47549987182773645,nan,nan
14,43,none,0.5,1,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5732196797285555,nan,nan
14,43,none,0.5,4,pre,rho_a,a_present,1963,0.539070040706702,nan,nan
14,43,none,0.5,4,pre,rho_b,b_present,1961,0.5761352251811468,nan,nan
14,43,none,0.5,4,pre,metric_leak_a_to_b,leak_a_to_b_label,1963,0.5239041271468854,nan,nan
14,43,none,0.5,4,pre,metric_leak_b_to_a,leak_b_to_a_label,1961,0.5604157304545027,nan,nan
14,43,none,0.5,4,raw,rho_a,a_present,1963,0.5952201099500608,nan,nan
14,43,none,0.5,4,raw,rho_b,b_present,1963,0.5997924191086123,nan,nan
14,43,none,0.5,4,raw,metric_leak_a_to_b,leak_a_to_b_label,1963,0.4924762881312484,nan,nan
14,43,none,0.5,4,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.591002193073199,nan,nan
14,43,none,0.5,4,topk,rho_a,a_present,1963,0.5306978891266944,nan,nan
14,43,none,0.5,4,topk,rho_b,b_present,1963,0.5760509364411512,nan,nan
14,43,none,0.5,4,topk,metric_leak_a_to_b,leak_a_to_b_label,1963,0.5155985644706486,nan,nan
14,43,none,0.5,4,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5736334671245914,nan,nan
14,43,none,0.5,8,pre,rho_a,a_present,1901,0.5590656597745385,nan,nan
14,43,none,0.5,8,pre,rho_b,b_present,1910,0.5836630059815805,nan,nan
14,43,none,0.5,8,pre,metric_leak_a_to_b,leak_a_to_b_label,1901,0.42980502869564063,nan,nan
14,43,none,0.5,8,pre,metric_leak_b_to_a,leak_b_to_a_label,1910,0.621085208009843,nan,nan
14,43,none,0.5,8,raw,rho_a,a_present,1963,0.4945192832263209,nan,nan
14,43,none,0.5,8,raw,rho_b,b_present,1963,0.5584461220538407,nan,nan
14,43,none,0.5,8,raw,metric_leak_a_to_b,leak_a_to_b_label,1963,0.4704434760317867,nan,nan
14,43,none,0.5,8,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5741300119998345,nan,nan
14,43,none,0.5,8,topk,rho_a,a_present,1956,0.5610120373552611,nan,nan
14,43,none,0.5,8,topk,rho_b,b_present,1955,0.5839599349082543,nan,nan
14,43,none,0.5,8,topk,metric_leak_a_to_b,leak_a_to_b_label,1956,0.4240282003615101,nan,nan
14,43,none,0.5,8,topk,metric_leak_b_to_a,leak_b_to_a_label,1955,0.5972656168089077,nan,nan
17,42,attn,0.3,1,pre,rho_a,a_present,1682,0.5400392031613028,nan,nan
17,42,attn,0.3,1,pre,rho_b,b_present,1687,0.46865735684194104,nan,nan
17,42,attn,0.3,1,pre,metric_leak_a_to_b,leak_a_to_b_label,1687,0.47665115061783786,nan,nan
17,42,attn,0.3,1,pre,metric_leak_b_to_a,leak_b_to_a_label,1682,0.5770239552369295,nan,nan
17,42,attn,0.3,1,raw,rho_a,a_present,1682,0.6271691685297562,nan,nan
17,42,attn,0.3,1,raw,rho_b,b_present,1687,0.5475438185884434,nan,nan
17,42,attn,0.3,1,raw,metric_leak_a_to_b,leak_a_to_b_label,1687,0.46831361112668946,nan,nan
17,42,attn,0.3,1,raw,metric_leak_b_to_a,leak_b_to_a_label,1682,0.6017733286705135,nan,nan
17,42,attn,0.3,1,topk,rho_a,a_present,1682,0.5381917698411207,nan,nan
17,42,attn,0.3,1,topk,rho_b,b_present,1687,0.4842246580329745,nan,nan
17,42,attn,0.3,1,topk,metric_leak_a_to_b,leak_a_to_b_label,1687,0.4772026246424766,nan,nan
17,42,attn,0.3,1,topk,metric_leak_b_to_a,leak_b_to_a_label,1682,0.5586641021157545,nan,nan
