block,sae_seed,region_source,threshold,step_index,method,score,label,n,auc,ci025,ci975
11,42,attn,0.5,1,pre,metric_leak_a_to_b,leak_a_to_b_label,1687,0.4698558689922046,nan,nan
11,42,attn,0.5,1,pre,metric_leak_b_to_a,leak_b_to_a_label,1682,0.6106472576790815,nan,nan
11,42,attn,0.5,1,raw,rho_a,a_present,1682,0.5369016977599088,nan,nan
11,42,attn,0.5,1,raw,rho_b,b_present,1687,0.4796997711551464,nan,nan
11,42,attn,0.5,1,raw,metric_leak_a_to_b,leak_a_to_b_label,1687,0.4705662423120782,nan,nan
11,42,attn,0.5,1,raw,metric_leak_b_to_a,leak_b_to_a_label,1682,0.6144285131433235,nan,nan
11,42,attn,0.5,1,topk,rho_a,a_present,1682,0.6125650515715708,nan,nan
11,42,attn,0.5,1,topk,rho_b,b_present,1687,0.46177250741145265,nan,nan
11,42,attn,0.5,1,topk,metric_leak_a_to_b,leak_a_to_b_label,1687,0.45862075411736114,nan,nan
11,42,attn,0.5,1,topk,metric_leak_b_to_a,leak_b_to_a_label,1682,0.6015911872705019,nan,nan
11,42,attn,0.5,4,pre,rho_a,a_present,1721,0.5332524618238904,nan,nan
11,42,attn,0.5,4,pre,rho_b,b_present,1767,0.46831095660513067,nan,nan
11,42,attn,0.5,4,pre,metric_leak_a_to_b,leak_a_to_b_label,1767,0.6245881770539936,nan,nan
11,42,attn,0.5,4,pre,metric_leak_b_to_a,leak_b_to_a_label,1721,0.6154998494429389,nan,nan
11,42,attn,0.5,4,raw,rho_a,a_present,1721,0.5064043099757386,nan,nan
11,42,attn,0.5,4,raw,rho_b,b_present,1767,0.44446175976983937,nan,nan
11,42,attn,0.5,4,raw,metric_leak_a_to_b,leak_a_to_b_label,1767,0.5476348986872877,nan,nan
11,42,attn,0.5,4,raw,metric_leak_b_to_a,leak_b_to_a_label,1721,0.6320686540198736,nan,nan
11,42,attn,0.5,4,topk,rho_a,a_present,1721,0.5300889586603872,nan,nan
11,42,attn,0.5,4,topk,rho_b,b_present,1767,0.4584901702229681,nan,nan
11,42,attn,0.5,4,topk,metric_leak_a_to_b,leak_a_to_b_label,1767,0.6059558559942644,nan,nan
11,42,attn,0.5,4,topk,metric_leak_b_to_a,leak_b_to_a_label,1721,0.617163504968383,nan,nan
11,42,attn,0.5,8,pre,rho_a,a_present,1776,0.5472794443623467,nan,nan
11,42,attn,0.5,8,pre,rho_b,b_present,1814,0.5197616772094242,nan,nan
11,42,attn,0.5,8,pre,metric_leak_a_to_b,leak_a_to_b_label,1814,0.603143358972806,nan,nan
11,42,attn,0.5,8,pre,metric_leak_b_to_a,leak_b_to_a_label,1776,0.6440910218253968,nan,nan
11,42,attn,0.5,8,raw,rho_a,a_present,1776,0.5397901581202896,nan,nan
11,42,attn,0.5,8,raw,rho_b,b_present,1814,0.45792113228896636,nan,nan
11,42,attn,0.5,8,raw,metric_leak_a_to_b,leak_a_to_b_label,1814,0.5501635273454061,nan,nan
11,42,attn,0.5,8,raw,metric_leak_b_to_a,leak_b_to_a_label,1776,0.6138826884920635,nan,nan
11,42,attn,0.5,8,topk,rho_a,a_present,1776,0.5241731934387469,nan,nan
11,42,attn,0.5,8,topk,rho_b,b_present,1814,0.5082994249695544,nan,nan
11,42,attn,0.5,8,topk,metric_leak_a_to_b,leak_a_to_b_label,1814,0.5943007691841803,nan,nan
11,42,attn,0.5,8,topk,metric_leak_b_to_a,leak_b_to_a_label,1776,0.639093501984127,nan,nan
11,42,none,0.3,1,pre,rho_a,a_present,1963,0.5936296109782199,nan,nan
11,42,none,0.3,1,pre,rho_b,b_present,1963,0.5179189782924377,nan,nan
11,42,none,0.3,1,pre,metric_leak_a_to_b,leak_a_to_b_label,1963,0.48741989233529864,nan,nan
11,42,none,0.3,1,pre,metric_leak_b_to_a,leak_b_to_a_label,1963,0.589331526461704,nan,nan
11,42,none,0.3,1,raw,rho_a,a_present,1963,0.5789668051533845,nan,nan
11,42,none,0.3,1,raw,rho_b,b_present,1963,0.5650901068622706,nan,nan
11,42,none,0.3,1,raw,metric_leak_a_to_b,leak_a_to_b_label,1963,0.45178159446295824,nan,nan
11,42,none,0.3,1,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5704679935449166,nan,nan
11,42,none,0.3,1,topk,rho_a,a_present,1963,0.6005581434386672,nan,nan
11,42,none,0.3,1,topk,rho_b,b_present,1963,0.5221194660609897,nan,nan
11,42,none,0.3,1,topk,metric_leak_a_to_b,leak_a_to_b_label,1963,0.49072032812099464,nan,nan
11,42,none,0.3,1,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5898022096246949,nan,nan
11,42,none,0.3,4,pre,rho_a,a_present,1963,0.5986109362541441,nan,nan
11,42,none,0.3,4,pre,rho_b,b_present,1963,0.5767025356517854,nan,nan
11,42,none,0.3,4,pre,metric_leak_a_to_b,leak_a_to_b_label,1963,0.4788643937451935,nan,nan
11,42,none,0.3,4,pre,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5406753010303306,nan,nan
11,42,none,0.3,4,raw,rho_a,a_present,1963,0.5724159637416594,nan,nan
11,42,none,0.3,4,raw,rho_b,b_present,1963,0.5783082622779908,nan,nan
11,42,none,0.3,4,raw,metric_leak_a_to_b,leak_a_to_b_label,1963,0.44170084593693926,nan,nan
11,42,none,0.3,4,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.6212603964083254,nan,nan
11,42,none,0.3,4,topk,rho_a,a_present,1963,0.6004951949305468,nan,nan
11,42,none,0.3,4,topk,rho_b,b_present,1963,0.5677104665450348,nan,nan
11,42,none,0.3,4,topk,metric_leak_a_to_b,leak_a_to_b_label,1963,0.4843053063317098,nan,nan
11,42,none,0.3,4,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5375718955600612,nan,nan
11,42,none,0.3,8,pre,rho_a,a_present,1943,0.5608275001495688,nan,nan
11,42,none,0.3,8,pre,rho_b,b_present,1937,0.5851668290074294,nan,nan
11,42,none,0.3,8,pre,metric_leak_a_to_b,leak_a_to_b_label,1943,0.4524744137841689,nan,nan
11,42,none,0.3,8,pre,metric_leak_b_to_a,leak_b_to_a_label,1937,0.6141756042815851,nan,nan
11,42,none,0.3,8,raw,rho_a,a_present,1963,0.5738511897268035,nan,nan
11,42,none,0.3,8,raw,rho_b,b_present,1963,0.5641918308076107,nan,nan
11,42,none,0.3,8,raw,metric_leak_a_to_b,leak_a_to_b_label,1963,0.4910407587798,nan,nan
11,42,none,0.3,8,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5708662639136012,nan,nan
11,42,none,0.3,8,topk,rho_a,a_present,1959,0.5579635782478866,nan,nan
11,42,none,0.3,8,topk,rho_b,b_present,1961,0.580170545886629,nan,nan
11,42,none,0.3,8,topk,metric_leak_a_to_b,leak_a_to_b_label,1959,0.44268117245099803,nan,nan
11,42,none,0.3,8,topk,metric_leak_b_to_a,leak_b_to_a_label,1961,0.6017511702083592,nan,nan
11,42,none,0.1,1,pre,rho_a,a_present,1963,0.5936296109782199,nan,nan
11,42,none,0.1,1,pre,rho_b,b_present,1963,0.5179189782924377,nan,nan
11,42,none,0.1,1,pre,metric_leak_a_to_b,leak_a_to_b_label,1943,0.4834628837932375,nan,nan
11,42,none,0.1,1,pre,metric_leak_b_to_a,leak_b_to_a_label,1963,0.589331526461704,nan,nan
11,42,none,0.1,1,raw,rho_a,a_present,1963,0.5789668051533845,nan,nan
11,42,none,0.1,1,raw,rho_b,b_present,1963,0.5650901068622706,nan,nan
11,42,none,0.1,1,raw,metric_leak_a_to_b,leak_a_to_b_label,1943,0.4463078118927322,nan,nan
11,42,none,0.1,1,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5704679935449166,nan,nan
11,42,none,0.1,1,topk,rho_a,a_present,1963,0.6005581434386672,nan,nan
11,42,none,0.1,1,topk,rho_b,b_present,1963,0.5221194660609897,nan,nan
11,42,none,0.1,1,topk,metric_leak_a_to_b,leak_a_to_b_label,1943,0.4868052856587641,nan,nan
11,42,none,0.1,1,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5898022096246949,nan,nan
11,42,none,0.1,4,pre,rho_a,a_present,1963,0.5986109362541441,nan,nan
11,42,none,0.1,4,pre,rho_b,b_present,1963,0.5767025356517854,nan,nan
11,42,none,0.1,4,pre,metric_leak_a_to_b,leak_a_to_b_label,1943,0.4740186552662262,nan,nan
11,42,none,0.1,4,pre,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5406753010303306,nan,nan
11,42,none,0.1,4,raw,rho_a,a_present,1963,0.5724159637416594,nan,nan
11,42,none,0.1,4,raw,rho_b,b_present,1963,0.5783082622779908,nan,nan
11,42,none,0.1,4,raw,metric_leak_a_to_b,leak_a_to_b_label,1943,0.4374659930042752,nan,nan
11,42,none,0.1,4,raw,metric_leak_b_to_a,leak_b_to_a_label,1963,0.6212603964083254,nan,nan
11,42,none,0.1,4,topk,rho_a,a_present,1963,0.6004951949305468,nan,nan
11,42,none,0.1,4,topk,rho_b,b_present,1963,0.5677104665450348,nan,nan
11,42,none,0.1,4,topk,metric_leak_a_to_b,leak_a_to_b_label,1943,0.47934965669128127,nan,nan
11,42,none,0.1,4,topk,metric_leak_b_to_a,leak_b_to_a_label,1963,0.5375718955600612,nan,nan
11,42,none,0.1,8,pre,rho_a,a_present,1943,0.5608275001495688,nan,nan
11,42,none,0.1,8,pre,rho_b,b_present,1937,0.5851668290074294,nan,nan
11,42,none,0.1,8,pre,metric_leak_a_to_b,leak_a_to_b_label,1923,0.4486314824515453,nan,nan
11,42,none,0.1,8,pre,metric_leak_b_to_a,leak_b_to_a_label,1937,0.6141756042815851,nan,nan
11,42,none,0.1,8,raw,rho_a,a_present,1963,0.5738511897268035,nan,nan
11,42,none,0.1,8,raw,rho_b,b_present,1963,0.5641918308076107,nan,nan
